id,original_title,genres1
24940,Head Over Heels,Comedy
9799,The Fast and the Furious,Action
441,Human Nature,Drama
9816,Save the Last Dance,Drama
10054,Spy Kids,Action
5955,The Pledge,Crime
3172,Bandits,Action
11090,The Animal,Action
7501,Knockaround Guys,Crime
10691,Crazy/Beautiful,Drama
10477,Driven,Action
14369,Out Cold,Comedy
13496,American Outlaws,Action
9740,Hannibal,Crime
11456,Domestic Disturbance,Mystery
19405,"Recess: School's Out",Animation
26602,Summer Catch,Drama
2171,Wet Hot American Summer,Comedy
4012,The Believer,Drama
34549,"Max Keeble's Big Move",Comedy
23685,Monkeybone,Adventure
50035,Lovely & Amazing,Comedy
17708,Corky Romano,Action
331,Jurassic Park III,Adventure
1722,"Captain Corelli's Mandolin",Drama
15647,Kissing Jessica Stein,Comedy
11370,The Musketeer,Action
35080,"The Cat's Meow",Drama
18734,L.I.E. Long Island Expressway,Drama
20794,Novocaine,Comedy
16723,Sugar & Spice,Crime
11380,Bones,Action
13408,The Wash,Action
19058,Down,Action
15745,Made,Action
16161,Baby Boy,Drama
155,The Dark Knight,Drama
10681,WALL·E,Animation
1726,Iron Man,Action
8681,Taken,Action
217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure
8966,Twilight,Adventure
10764,Quantum of Solace,Adventure
9502,Kung Fu Panda,Animation
13523,Sex Drive,Comedy
11631,Mamma Mia!,Comedy
4922,The Curious Case of Benjamin Button,Fantasy
1735,The Mummy: Tomb of the Dragon Emperor,Adventure
1724,The Incredible Hulk,Science Fiction
13223,Gran Torino,Drama
10527,Madagascar: Escape 2 Africa,Family
11253,Hellboy II: The Golden Army,Adventure
8247,Jumper,Adventure
88751,Journey to the Center of the Earth,Action
8909,Wanted,Action
12405,Slumdog Millionaire,Drama
13387,Transporter 3,Action
2253,Valkyrie,Drama
7840,"10,000 BC",Adventure
8960,Hancock,Fantasy
12162,The Hurt Locker,Drama
9029,What Happens in Vegas,Comedy
2454,The Chronicles of Narnia: Prince Caspian,Adventure
7446,Tropic Thunder,Action
13027,Eagle Eye,Mystery
14574,The Boy in the Striped Pyjamas,War
7555,Rambo,Action
10483,Death Race,Action
8328,Step Up 2: The Streets,Music
10200,The Day the Earth Stood Still,Drama
11321,Seven Pounds,Drama
7191,Cloverfield,Action
13053,Bolt,Animation
9870,Forgetting Sarah Marshall,Comedy
6972,Australia,Drama
10201,Yes Man,Comedy
14306,Marley & Me,Comedy
12113,Body of Lies,Action
4944,Burn After Reading,Comedy
6557,27 Dresses,Comedy
2309,Inkheart,Adventure
8065,21,Drama
8848,The Bank Job,Thriller
12133,Step Brothers,Comedy
8676,"Fool's Gold",Comedy
8456,Never Back Down,Drama
10189,Pineapple Express,Action
12163,The Wrestler,Drama
10202,Bedtime Stories,Fantasy
13056,Punisher: War Zone,Action
13051,Max Payne,Action
13515,Mirrors,Horror
7461,Vantage Point,Drama
10358,Zack and Miri Make a Porno,Comedy
11665,Get Smart,Action
15373,Role Models,Comedy
9381,Babylon A.D.,Action
8321,In Bruges,Comedy
3580,Changeling,Crime
8204,The Spiderwick Chronicles,Adventure
13335,Harold & Kumar Escape from Guantanamo Bay,Comedy
1266,Street Kings,Action
12182,"Nick and Norah's Infinite Playlist",Comedy
12193,Four Christmases,Comedy
13001,Stargate: The Ark of Truth,Adventure
12620,The House Bunny,Romance
12180,Star Wars: The Clone Wars,Thriller
11917,Saw V,Horror
12177,The Love Guru,Comedy
7459,Speed Racer,Family
5038,Vicky Cristina Barcelona,Drama
12222,Horton Hears a Who!,Animation
1729,The Forbidden Kingdom,Action
13389,Righteous Kill,Action
6687,Transsiberian,Thriller
13291,Traitor,Drama
10661,"You Don't Mess With the Zohan",Comedy
13813,Defiance,Action
8090,Untraceable,Drama
10665,The Strangers,Thriller
10139,Milk,History
10529,Outlander,Fantasy
8836,The X Files: I Want to Believe,Drama
14359,Doubt,Drama
13600,City of Ember,Adventure
10761,Made of Honor,Comedy
13018,Deception,Drama
13809,RockNRolla,Action
9030,The Eye,Drama
11671,Elegy,Drama
13184,Bangkok Dangerous,Action
7278,Meet the Spartans,Comedy
8988,Stop-Loss,Drama
8338,Blindness,Drama
8285,The Spirit,Action
14637,Nothing But the Truth,Drama
12690,Appaloosa,Drama
17436,The Informers,Action
8645,The Happening,Thriller
13460,Doomsday,Action
18032,The Secret of Moonacre,Adventure
8885,Vals Im Bashir,Drama
4564,Sex and the City,Comedy
10186,The Rocker,Comedy
10199,The Tale of Despereaux,Animation
11918,Superhero Movie,Action
12837,The Secret Life of Bees,Adventure
17606,The Other Man,Drama
14405,Beverly Hills Chihuahua,Adventure
4148,Revolutionary Road,Drama
13090,Sunshine Cleaning,Comedy
16353,Ong Bak 2,Adventure
13150,Pride and Glory,Thriller
13827,"Surfer, Dude",Comedy
8780,Baby Mama,Comedy
13991,College,Comedy
12568,Brideshead Revisited,Drama
21755,The Brothers Bloom,Adventure
11260,Meet Dave,Comedy
13812,Quarantine,Horror
14011,Justice League: The New Frontier,Action
10362,Two Lovers,Drama
13944,Passengers,Drama
10188,The Sisterhood of the Traveling Pants 2,Adventure
14325,The Express,Drama
10900,Surveillance,Thriller
13972,The Women,Comedy
17108,Gong fu guan lan,Action
13506,Адмиралъ,Action
11802,Space Chimps,Animation
13279,Lakeview Terrace,Drama
14073,Jodhaa Akbar,Action
13973,Choke,Comedy
13191,"War, Inc.",Action
13990,The Wackness,Drama
8944,What Just Happened,Comedy
18176,Assassination of a High School President,Comedy
13805,Disaster Movie,Action
12412,Miracle at St. Anna,Thriller
13596,"My Best Friend's Girl",Comedy
8279,Paris,Drama
10185,The Midnight Meat Train,Mystery
13256,Mutant Chronicles,Action
10187,Swing Vote,Drama
10523,W.,Drama
14438,Fireproof,Drama
12890,Smart People,Comedy
10488,"Nim's Island",Adventure
14248,Igor,Animation
13092,How to Lose Friends & Alienate People,Comedy
16564,Oorlogswinter,Drama
15749,While She Was Out,Action
13490,Welcome Home Roscoe Jenkins,Comedy
14070,Ghajini,Action
14301,"Dr. Horrible's Sing-Along Blog",Adventure
14467,Jaane Tu... Ya Jaane Na,Drama
13996,Bottle Shock,Comedy
7351,Julia,Drama
15467,Kismat Konnection,Drama
20764,Sleep Dealer,Drama
22556,The Yellow Handkerchief,Drama
23174,"It's Alive",Horror
13359,Expelled: No Intelligence Allowed,Documentary
1771,Captain America: The First Avenger,Action
64690,Drive,Drama
12445,Harry Potter and the Deathly Hallows: Part 2,Adventure
1865,Pirates of the Caribbean: On Stranger Tides,Adventure
61791,Rise of the Planet of the Apes,Thriller
10195,Thor,Adventure
49530,In Time,Action
47327,Drive Angry,Fantasy
27582,The Mechanic,Action
45612,Source Code,Thriller
56292,Mission: Impossible - Ghost Protocol,Action
50646,"Crazy, Stupid, Love.",Comedy
65754,The Girl with the Dragon Tattoo,Thriller
51876,Limitless,Thriller
49444,Kung Fu Panda 2,Animation
50546,Just Go With It,Romance
51540,Horrible Bosses,Comedy
39254,Real Steel,Action
50544,Friends with Benefits,Comedy
52449,Bad Teacher,Comedy
58574,Sherlock Holmes: A Game of Shadows,Adventure
49013,Cars 2,Animation
44912,Green Lantern,Adventure
45243,The Hangover Part II,Comedy
41630,No Strings Attached,Comedy
17578,The Adventures of Tintin,Adventure
55721,Bridesmaids,Romance
48988,Hall Pass,Comedy
37686,Super 8,Thriller
23629,Sucker Punch,Action
49730,Red Riding Hood,Thriller
50619,The Twilight Saga: Breaking Dawn - Part 1,Adventure
76025,Shame,Drama
58224,"Mr. Popper's Penguins",Comedy
8967,The Tree of Life,Drama
46529,I Am Number Four,Action
46195,Rio,Animation
74643,The Artist,Drama
38317,Zookeeper,Comedy
49849,Cowboys & Aliens,Action
57212,War Horse,Drama
40807,50/50,Comedy
44896,Rango,Animation
49520,The Change-Up,Comedy
44826,Hugo,Adventure
50348,The Lincoln Lawyer,Crime
71676,Ghost Rider: Spirit of Vengeance,Action
51828,One Day,Drama
49021,Killer Elite,Action
48171,The Rite,Drama
51162,Winnie the Pooh,Animation
52451,The Three Musketeers,Adventure
58232,Chalet Girl,Comedy
59436,Midnight in Paris,Fantasy
38321,Priest,Action
57157,Young Adult,Comedy
59440,Warrior,Action
59965,Abduction,Thriller
48138,Unknown,Action
38050,The Adjustment Bureau,Thriller
37958,Immortals,Fantasy
60420,Like Crazy,Drama
59861,Larry Crowne,Comedy
39513,Paul,Adventure
62835,Colombiana,Action
44943,Battle: Los Angeles,Action
55779,Final Destination 5,Horror
45610,Machine Gun Preacher,Action
71880,Jack and Jill,Comedy
63492,"What's Your Number?",Comedy
23047,Season of the Witch,Adventure
75900,My Week with Marilyn,Drama
74465,We Bought a Zoo,Drama
71469,The Darkest Hour,Horror
50014,The Help,Drama
75174,The Grey,Action
60308,Moneyball,Drama
71859,We Need to Talk About Kevin,Drama
49950,The Roommate,Thriller
417859,Puss in Boots,Action
40805,The Green Hornet,Action
49022,Something Borrowed,Comedy
37430,Conan the Barbarian,Adventure
58233,Johnny English Reborn,Crime
39538,Contagion,Drama
73937,The Big Year,Comedy
38117,Beastly,Drama
55465,A Very Harold & Kumar Christmas,Comedy
60935,The Thing,Horror
59108,Tower Heist,Action
62838,"New Year's Eve",Comedy
38319,Your Highness,Adventure
50357,Apollo 18,Horror
58151,Fright Night,Horror
65759,Happy Feet Two,Music
41446,Scream 4,Horror
50321,Mars Needs Moms,Adventure
59678,Attack the Block,Action
60307,Diary of a Wimpy Kid: Rodrick Rules,Family
64685,Extremely Loud & Incredibly Close,Drama
55301,Alvin and the Chipmunks: Chipwrecked,Comedy
50780,The Beaver,Drama
64639,Straw Dogs,Thriller
74534,The Best Exotic Marigold Hotel,Drama
41513,The Smurfs,Animation
50456,Hanna,Action
85435,A Few Best Men,Comedy
62046,Flypaper,Mystery
50839,Margin Call,Thriller
45772,Gnomeo & Juliet,Animation
55846,Blitz,Crime
65057,The Descendants,Comedy
50359,Hop,Animation
23514,The Rum Diary,Drama
67913,The Guard,Action
59968,Our Idiot Brother,Comedy
63493,The Ledge,Drama
68817,Footloose,Drama
70578,Trespass,Crime
72113,Carnage,Comedy
55420,Another Earth,Drama
10316,The Ides of March,Drama
38356,Transformers: Dark of the Moon,Action
72571,Paranormal Activity 3,Horror
44564,The Dilemma,Comedy
50725,Take Me Home Tonight,Comedy
81390,A Lonely Place to Die,Adventure
64328,The Muppets,Comedy
56288,Spy Kids: All the Time in the World,Family
44945,Trust,Crime
74998,Seeking Justice,Action
49012,Arthur,Comedy
49494,The Eagle,Adventure
57431,The Sitter,Comedy
63310,Rundskop,Crime
80591,W.E.,Drama
58428,The Innkeepers,Horror
47760,Restless,Drama
101173,Coriolanus,Drama
88794,J. Edgar,Drama
48340,Sanctum,Action
70868,"I Don't Know How She Does It",Comedy
48231,A Dangerous Method,Drama
43959,Soul Surfer,Action
62206,30 Minutes or Less,Action
77949,The Awakening,Drama
57089,Hoodwinked Too! Hood VS. Evil,Comedy
50601,5 Days of War,War
55787,Water for Elephants,Drama
69668,Dream House,Drama
55720,A Better Life,Drama
59296,"Love, Wedding, Marriage",Comedy
75622,Rampart,Crime
64720,Take Shelter,Thriller
51588,Prom,Comedy
57276,Pina,Documentary
72213,Courageous,Drama
77221,Black Gold,Adventure
73567,Killer Joe,Drama
38322,"Big Mommas: Like Father, Like Son",Crime
50217,From Prada to Nada,Comedy
62837,Dolphin Tale,Drama
55292,Xin shao lin si,Action
51497,Fast Five,Action
79070,Nuit Blanche,Action
79777,In the Land of Blood and Honey,Drama
60422,Another Happy Day,Comedy
57119,Jumping the Broom,Comedy
92182,Silent House,Horror
9364,Wuthering Heights,Drama
84355,"Your Sister's Sister",Drama
59860,Monte Carlo,Adventure
55725,Win Win,Drama
44754,Margaret,Drama
73499,The Double,Drama
91070,L!fe Happens,Comedy
71688,The Iron Lady,History
48572,Red State,Horror
62630,"The Devil's Double",Drama
56401,The Music Never Stopped,Drama
65055,Shark Night,Horror
49010,Hobo with a Shotgun,Action
51017,"Madea's Big Happy Family",Comedy
56780,Atlas Shrugged Part I,Drama
53487,This Must Be the Place,Drama
73873,Albert Nobbs,Drama
58882,Snow Flower and the Secret Fan,History
65650,The Good Doctor,Drama
79120,Weekend,Drama
74725,Kill List,Horror
54518,Justin Bieber: Never Say Never,Documentary
58699,Bellflower,Action
82532,"Jeff, Who Lives at Home",Drama
38541,The Divide,Science Fiction
66150,Life in a Day,Documentary
49538,X-Men: First Class,Action
80379,Louis C.K.: Live at the Beacon Theater,Comedy
67675,Glee: The Concert Movie,Documentary
62796,William & Kate,Drama
121,The Lord of the Rings: The Two Towers,Adventure
672,Harry Potter and the Chamber of Secrets,Adventure
425,Ice Age,Animation
2501,The Bourne Identity,Action
1576,Resident Evil,Horror
557,Spider-Man,Fantasy
1894,Star Wars: Episode II - Attack of the Clones,Adventure
640,Catch Me If You Can,Drama
608,Men in Black II,Action
423,The Pianist,Drama
180,Minority Report,Action
11544,Lilo & Stitch,Animation
4108,The Transporter,Action
7451,xXx,Action
9016,Treasure Planet,Adventure
36669,Die Another Day,Adventure
170,28 Days Later...,Horror
7303,Maid in Manhattan,Comedy
36586,Blade II,Science Fiction
3131,Gangs of New York,Drama
4547,Panic Room,Crime
10996,Stuart Little 2,Family
11452,National Lampoon’s Van Wilder,Comedy
65,8 Mile,Drama
2022,Mr. Deeds,Comedy
455,Bend It Like Beckham,Comedy
2642,Two Weeks Notice,Romance
2675,Signs,Drama
565,The Ring,Horror
10229,A Walk to Remember,Drama
8346,My Big Fat Greek Wedding,Comedy
245,About a Boy,Drama
9884,Collateral Damage,Action
1817,Phone Booth,Thriller
201,Star Trek: Nemesis,Science Fiction
7299,Equilibrium,Action
9962,The Good Girl,Drama
590,The Hours,Drama
4147,Road to Perdition,Thriller
818,Austin Powers in Goldmember,Science Fiction
9021,The Santa Clause 2,Fantasy
320,Insomnia,Crime
9645,Ghost Ship,Horror
9637,Scooby-Doo,Mystery
9023,Spirit: Stallion of the Cimarron,Western
10375,D-Tox,Action
9334,The Scorpion King,Action
8427,I Spy,Action
1430,Bowling for Columbine,Documentary
1429,25th Hour,Crime
7090,Ken Park,Drama
4614,The Sum of All Fears,Thriller
10590,We Were Soldiers,Action
9012,Jackass: The Movie,Comedy
1360,Frida,Drama
11892,Murder by Numbers,Crime
2757,Adaptation.,Comedy
11529,Sweet Home Alabama,Comedy
10611,Barbershop,Comedy
4911,Dark Blue,Action
2135,The Time Machine,Science Fiction
15070,Undisputed,Action
11812,The Sweetest Thing,Romance
12100,Windtalkers,Drama
8470,John Q,Drama
2251,Unfaithful,Drama
1537,Changing Lanes,Action
8051,Punch-Drunk Love,Comedy
8665,K-19: The Widowmaker,Thriller
11979,Queen of the Damned,Drama
9488,Spy Kids 2: Island of Lost Dreams,Action
1957,Enough,Action
10426,Friday After Next,Comedy
16690,Return to Never Land,Adventure
16643,Life or Something Like It,Comedy
20009,Slackers,Comedy
1574,Chicago,Action
9357,One Hour Photo,Horror
9280,Femme Fatale,Thriller
13536,City By The Sea,Drama
6278,Reign of Fire,Action
5851,Showtime,Action
11560,High Crimes,Drama
31005,Moonlight Mile,Romance
10592,"Hart's War",Drama
2755,About Schmidt,Drama
9266,Blue Crush,Adventure
9573,Blood Work,Crime
2103,Solaris,Drama
9093,The Four Feathers,War
8198,The Quiet American,Drama
2637,The Mothman Prophecies,Drama
10712,Far from Heaven,Drama
14635,The Rookie,Drama
3132,Bad Company,Action
4912,Confessions of a Dangerous Mind,Comedy
10550,Ballistic: Ecks vs. Sever,Action
9039,Trapped,Action
15028,Clockstoppers,Adventure
11442,Halloween: Resurrection,Horror
11468,Salton Sea,Drama
11870,Big Fat Liar,Comedy
11022,Narc,Action
37964,Brown Sugar,Comedy
13435,Antwone Fisher,Drama
9685,Igby Goes Down,Comedy
12779,Swept Away,Comedy
9557,Boat Trip,Comedy
10894,May,Drama
17130,Crossroads,Action
11692,The Adventures of Pluto Nash,Action
15992,Abandon,Drama
9533,Red Dragon,Crime
12771,Serving Sara,Comedy
10052,Dragonfly,Drama
13497,Drumline,Drama
13950,All About the Benjamins,Action
9544,FearDotCom,Horror
14112,Auto Focus,Drama
59387,The Powerpuff Girls,Action
30072,Possession,Drama
21925,Naqoyqatsi,Documentary
15186,Full Frontal,Comedy
2185,Big Trouble,Action
12277,Undercover Brother,Action
54580,Los lunes al sol,Drama
29047,The Kid Stays in the Picture,Documentary
680,Pulp Fiction,Thriller
278,The Shawshank Redemption,Drama
13,Forrest Gump,Comedy
8587,The Lion King,Family
1637,Speed,Action
8467,Dumb and Dumber,Comedy
36593,The Naked Gun 33⅓: The Final Insult,Comedy
628,Interview with the Vampire,Horror
36955,True Lies,Action
854,The Mask,Romance
2164,Stargate,Action
9331,Clear and Present Danger,Action
241,Natural Born Killers,Crime
2292,Clerks,Comedy
306,Beverly Hills Cop III,Action
11395,The Santa Clause,Fantasy
4476,Legends of the Fall,Drama
712,Four Weddings and a Funeral,Comedy
10731,The Client,Drama
9495,The Crow,Fantasy
888,The Flintstones,Fantasy
193,Star Trek: Generations,Science Fiction
3049,Ace Ventura: Pet Detective,Comedy
8984,Disclosure,Drama
6280,Junior,Comedy
11596,New Nightmare,Horror
8850,The Shadow,Adventure
1024,Heavenly Creatures,Drama
22586,The Swan Princess,Fantasy
15139,The Pagemaster,Fantasy
11231,The Next Karate Kid,Adventure
2124,Color of Night,Thriller
522,Ed Wood,Comedy
8831,Timecop,Thriller
12160,Wyatt Earp,Drama
9057,Terminal Velocity,Action
236,"Muriel's Wedding",Drama
11667,Street Fighter,Action
2636,The Specialist,Action
28032,Thumbelina,Animation
8011,Highlander III: The Sorcerer,Action
9624,On Deadly Ground,Action
3036,Frankenstein,Drama
11858,Renaissance Man,Comedy
26352,A Low Down Dirty Shame,Action
3586,Prêt-à-Porter,Drama
10694,The Chase,Comedy
2788,Reality Bites,Drama
35614,A Troll in Central Park,Fantasy
14275,Hoop Dreams,Documentary
2436,Double Dragon,Action
10872,The Ref,Comedy
46094,The Air Up There,Comedy
1909,Don Juan DeMarco,Romance
18009,Leprechaun 2,Comedy
11212,"Baby's Day Out",Action
16780,Texas Chainsaw Massacre: The Next Generation,Comedy
17585,Surviving the Game,Action
46717,Intersection,Drama
11592,Serial Mom,Crime
10448,Rapa Nui,Adventure
14425,PCU,Comedy
24428,The Avengers,Science Fiction
52520,Underworld: Awakening,Fantasy
49026,The Dark Knight Rises,Action
68718,Django Unchained,Drama
37724,Skyfall,Action
49040,The Bourne Legacy,Action
49051,The Hobbit: An Unexpected Journey,Adventure
70981,Prometheus,Science Fiction
82693,Silver Linings Playbook,Drama
1930,The Amazing Spider-Man,Action
62177,Brave,Animation
58595,Snow White and the Huntsman,Adventure
64688,21 Jump Street,Action
87827,Life of Pi,Adventure
57800,Ice Age: Continental Drift,Animation
72105,Ted,Comedy
75780,Jack Reacher,Crime
80278,Lo imposible,Drama
82690,Wreck-It Ralph,Family
114150,Pitch Perfect,Comedy
41154,Men in Black 3,Action
70160,The Hunger Games,Science Fiction
64635,Total Recall,Action
83542,Cloud Atlas,Drama
76163,The Expendables 2,Action
82675,Taken 2,Action
62213,Dark Shadows,Comedy
84892,The Perks of Being a Wallflower,Drama
68734,Argo,Drama
71552,American Reunion,Comedy
77930,Magic Mike,Drama
22970,The Cabin in the Woods,Horror
81188,Rise of the Guardians,Fantasy
72570,The Vow,Drama
72545,Journey 2: The Mysterious Island,Adventure
82390,The Paperboy,Thriller
72387,Safe,Action
72331,Abraham Lincoln: Vampire Hunter,Action
58244,Upside Down,Romance
73723,The Lorax,Animation
83666,Moonrise Kingdom,Comedy
49049,Dredd,Action
44833,Battleship,Thriller
82695,Les Misérables,Drama
62764,Mirror Mirror,Adventure
49529,John Carter,Action
59967,Looper,Action
50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure
97630,Zero Dark Thirty,Thriller
70435,Haywire,Thriller
57165,Wrath of the Titans,Adventure
85446,Step Up Revolution,Music
76726,Chronicle,Science Fiction
75674,Act of Valor,Action
76492,Hotel Transylvania,Animation
82507,Sinister,Horror
77016,End of Watch,Crime
72976,Lincoln,Drama
76494,"What to Expect When You're Expecting",Romance
76493,The Dictator,Comedy
10679,Iron Sky,Action
77877,The Lucky One,Drama
57214,Project X,Comedy
77866,Contraband,Thriller
80321,"Madagascar 3: Europe's Most Wanted",Animation
82633,Lawless,Crime
70436,The Raven,Thriller
80585,Rock of Ages,Comedy
127493,Stolen,Action
80035,The Watch,Comedy
72197,The Pirates! In an Adventure with Scientists!,Animation
68722,The Master,Drama
72207,The Five-Year Engagement,Comedy
89492,This Is 40,Comedy
81796,Lockout,Action
50647,Wanderlust,Comedy
65086,The Woman in Black,Drama
62214,Frankenweenie,Animation
87428,"That's My Boy",Comedy
59961,Safe House,Action
82525,Savages,Crime
116613,The Sweeney,Action
87502,Flight,Drama
49527,Man on a Ledge,Action
86838,Seven Psychopaths,Comedy
78698,Big Miracle,Adventure
86467,Bel Ami,Drama
103620,Maniac,Horror
127517,Disconnect,Drama
98548,People Like Us,Drama
71668,Piranha 3DD,Horror
77883,The Possession,Horror
61012,Silent Hill: Revelation 3D,Thriller
64689,Killing Them Softly,Crime
77948,The Cold Light of Day,Action
60599,Arbitrage,Drama
68812,The Iceman,Thriller
60747,Red Dawn,War
75638,Red Lights,Thriller
76489,The Three Stooges,Comedy
82696,Hope Springs,Drama
97430,The Man with the Iron Fists,Action
72358,A Thousand Words,Drama
81836,To Rome with Love,Romance
94901,About Cherry,Drama
94348,Alex Cross,Action
54054,One for the Money,Action
121826,Quartet,Drama
84305,Lay the Favorite,Drama
77174,ParaNorman,Family
133694,Promised Land,Drama
82650,Diary of a Wimpy Kid: Dog Days,Comedy
96399,For Greater Glory - The True Story of Cristiada,Drama
72431,Red Tails,Drama
82679,Fun Size,Comedy
104755,The Lords of Salem,Horror
49526,Premium Rush,Crime
84174,Bachelorette,Comedy
82687,The Guilt Trip,Comedy
113947,The Sessions,Drama
88005,Seeking a Friend for the End of the World,Drama
83686,The Words,Drama
82990,Paranormal Activity 4,Horror
121642,Venuto al mondo,Drama
83770,On the Road,Adventure
122857,Universal Soldier: Day of Reckoning,Thriller
135812,Dracula 3D,Horror
84200,"For a Good Time, Call...",Comedy
88042,Parental Guidance,Comedy
76487,The Devil Inside,Thriller
59963,Dark Tide,Thriller
67660,Think Like a Man,Comedy
109513,Hit & Run,Action
97614,Deadfall,Crime
89691,ATM,Horror
84175,Beasts of the Southern Wild,Drama
139567,Fire with Fire,Action
84332,Safety Not Guaranteed,Comedy
98339,The Samaritan,Thriller
79694,The Apparition,Horror
84165,2 Days in New York,Comedy
84329,Robot & Frank,Science Fiction
49014,Cosmopolis,Drama
138222,Best Man Down,Comedy
63574,Joyful Noise,Comedy
84336,Shadow Dancer,Thriller
84341,Smashed,Drama
71679,Resident Evil: Retribution,Action
130739,Oh Boy,Comedy
148265,Eega,Science Fiction
88036,Sparkle,Drama
118628,English Vinglish,Drama
128270,Not Fade Away,Drama
133463,Redd Inc.,Thriller
115210,Stitches,Horror
116977,Foodfight!,Animation
126509,"2016: Obama's America",Documentary
101267,Katy Perry: Part of Me,Documentary
122,The Lord of the Rings: The Return of the King,Adventure
277,Underworld,Fantasy
22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure
24,Kill Bill: Vol. 1,Action
605,The Matrix Revolutions,Adventure
604,The Matrix Reloaded,Adventure
12,Finding Nemo,Animation
310,Bruce Almighty,Fantasy
508,Love Actually,Comedy
10719,Elf,Romance
296,Terminator 3: Rise of the Machines,Action
1278,The Dreamers,Drama
587,Big Fish,Adventure
9480,Daredevil,Fantasy
8273,American Wedding,Comedy
8698,The League of Extraordinary Gentlemen,Fantasy
9654,The Italian Job,Thriller
14873,The Jungle Book 2,Family
153,Lost in Translation,Drama
10147,Bad Santa,Drama
9486,Johnny English,Adventure
10009,Brother Bear,Animation
10601,Peter Pan,Adventure
4256,Scary Movie 3,Comedy
10028,Honey,Music
8409,A Man Apart,Action
1584,The School of Rock,Comedy
616,The Last Samurai,Drama
8961,Bad Boys II,Adventure
1996,Lara Croft Tomb Raider: The Cradle of Life,Action
9902,Wrong Turn,Horror
2832,Identity,Mystery
8619,Master and Commander: The Far Side of the World,Adventure
322,Mystic River,Thriller
9506,Anger Management,Comedy
9341,The Core,Action
1927,Hulk,Action
1428,Once Upon a Time in Mexico,Action
11635,Old School,Comedy
9919,How to Lose a Guy in 10 Days,Comedy
6038,Shanghai Knights,Action
9257,S.W.A.T.,Action
9567,Tears of the Sun,Action
10327,"Legally Blonde 2: Red, White & Blonde",Comedy
10330,Freaky Friday,Comedy
14411,Sinbad: Legend of the Seven Seas,Family
9562,Timeline,Action
9620,Paycheck,Action
9471,"Charlie's Angels: Full Throttle",Action
6964,"Something's Gotta Give",Drama
10756,The Haunted Mansion,Thriller
7288,Duplex,Action
4970,Gothika,Horror
470,21 Grams,Drama
9358,Final Destination 2,Horror
9373,The Texas Chainsaw Massacre,Horror
11007,Cheaper by the Dozen,Comedy
2289,Cold Mountain,Drama
11023,Thirteen,Drama
6466,Freddy vs. Jason,Horror
10623,Cradle 2 the Grave,Action
10715,Looney Tunes: Back in Action,Animation
10782,Basic,Action
10159,The Rundown,Adventure
584,2 Fast 2 Furious,Action
2055,Open Range,Western
12090,Just Married,Comedy
10708,Daddy Day Care,Comedy
4464,Seabiscuit,Drama
2116,Out of Time,Thriller
11351,Jeepers Creepers 2,Horror
18736,The Lizzie McGuire Movie,Comedy
6171,Dreamcatcher,Drama
12279,Spy Kids 3-D: Game Over,Action
10720,Down with Love,Action
9616,The Order,Drama
11775,Intolerable Cruelty,Crime
10632,The Hunted,Drama
11093,House of Sand and Fog,Drama
11547,Cabin Fever,Horror
11329,Runaway Jury,Drama
504,Monster,Crime
10944,In the Cut,Thriller
10678,Bringing Down The House,Comedy
8046,Gigli,Drama
16072,Gods and Generals,Drama
13537,Shattered Glass,Drama
10152,Dumb and Dumberer: When Harry Met Lloyd,Comedy
14926,Uptown Girls,Comedy
1415,Party Monster,Comedy
11615,The Life of David Gale,Drama
1807,Elephant,Drama
11059,House of the Dead,Horror
1088,Whale Rider,Drama
2662,House of 1000 Corpses,Horror
9582,A Guy Thing,Comedy
13920,Radio,Drama
237,Young Adam,Drama
11375,Hollywood Homicide,Action
302,Swimming Pool,Thriller
13370,A Mighty Wind,Comedy
15708,Latter Days,Drama
2056,The Station Agent,Drama
22309,The Fighting Temptations,Comedy
16941,Intermission,Romance
8696,Calendar Girls,Comedy
14527,Foolproof,Action
321,Mambo Italiano,Comedy
10923,Agent Cody Banks,Action
12253,Biker Boyz,Action
24982,Ghosts of the Abyss,Family
1792,Stuck on You,Comedy
24914,"Kid's Story",Science Fiction
52036,The Company,Drama
10629,Veronica Guerin,Drama
36658,X2,Adventure
4997,Wonderland,Crime
17813,Alex & Emma,Comedy
31246,From Justin to Kelly,Comedy
16930,Les Clefs de bagnole,Comedy
28200,Sylvia,Drama
597,Titanic,Drama
11970,Hercules,Animation
607,Men in Black,Action
782,Gattaca,Thriller
18,The Fifth Element,Adventure
415,Batman & Robin,Action
714,Tomorrow Never Dies,Adventure
489,Good Will Hunting,Drama
184,Jackie Brown,Action
8078,Alien: Resurrection,Science Fiction
2649,The Game,Drama
8413,Event Horizon,Horror
9444,Anastasia,Animation
9714,Home Alone 3,Comedy
816,Austin Powers: International Man of Mystery,Science Fiction
563,Starship Troopers,Adventure
9427,The Full Monty,Comedy
1701,Con Air,Action
754,Face/Off,Action
9366,Donnie Brasco,Crime
3597,I Know What You Did Last Summer,Horror
1813,"The Devil's Advocate",Drama
9360,Anaconda,Adventure
2255,Chasing Amy,Comedy
9619,"Dante's Peak",Action
1639,Speed 2: Cruise Control,Action
2118,L.A. Confidential,Crime
4233,Scream 2,Horror
