id,vote_average,release_year,Profit Adj,Action,Family,Adventure,Foreign,Fantasy,Documentry,Music,Drama,Crime,Comedy,History,TV_Movie,Western,Mystery,Horror,Science_Fiction,Animation,Romance,War,Thriller
132363,7.2,2013,85106188.3037016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13243,5.9,2007,-4893842.9957663,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
13249,5.8,2006,-18176036.4635,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13256,5.1,2008,-6043130.73414472,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13258,6.7,2007,3018550.69762961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13275,5.8,2006,-9197441.50630651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13279,5.8,2008,7737718.24032779,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
13291,6.2,2008,1550405.17542072,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
13335,6,2008,31895814.0313081,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13341,5.5,2005,4748572.83671724,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13342,6.9,1982,51051829.6437516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133463,5.3,2012,474872.140676123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13359,4.5,2008,4253703.8619985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13362,5.2,2007,-762816.238057383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133694,5.7,2012,-6516396.8601454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13370,6.5,2003,15113537.8177278,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13374,5.8,2005,2953858.13371136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133805,5.8,2013,49042801.0610874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13387,5.9,2008,79989431.5714762,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13389,5.8,2008,13343024.3510367,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
134,7.2,2000,56983145.1454412,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13408,5.6,2001,3976882.75137105,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13416,7.2,2004,36083254.2153419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13435,6.6,2002,13174354.9496511,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
134374,6.1,2013,57262112.7396011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
134411,5.7,2013,7423176.93464053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13448,6.3,2009,210001989.09565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13455,5.8,2009,7587733.14447258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13460,5.8,2008,-7888163.6436336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13474,5.8,2007,-245838.04787595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13475,7.3,2009,239545707.629163,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13476,5.3,2004,-22975.7723470591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13483,6.3,2007,-75326997.9415691,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
13484,5.3,2006,179557.080276401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13490,6.1,2008,8761399.41995683,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13495,5.7,2006,-733421.446102969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496,5.8,2001,-26256665.2754956,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13497,6.3,2002,45567069.210185,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
13499,5.7,2005,30179312.2483755,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13501,5.5,2007,-15753595.7337592,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
13506,6.7,2008,36597934.2393588,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
13508,6.6,2006,734317.068166033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13509,7,1987,-15794051.1960765,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
13515,6,2008,37915125.0366122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
13523,5.9,2008,-247184.756994002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13526,5.1,2000,-20122483.371052,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
13536,5.7,2002,-21294686.682557,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
13537,6.4,2003,-7112113.49798988,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
135397,6.5,2015,1254445953.24378,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13572,5.7,2004,-28636018.1423403,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
135812,3.3,2012,-5310838.00686665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1359,7.1,2000,34527434.9784325,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
13596,5.3,2008,16833028.3495183,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13597,6.9,1986,-24410181.7820108,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,7.3,2002,53701329.8265036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13600,6.1,2008,-37605731.8862098,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13614,6,2007,10015369.0846666,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
136400,6.6,2013,66402590.7531137,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
136418,5.7,2013,-10902088.1032033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1365,6.4,2001,50379545.8690532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1366,7.2,1976,444994813.796718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13665,6.4,1981,212147992.354568,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
13668,6,2006,-9563591.924734,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1367,6.8,1979,580426232.039903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136795,6.6,2013,108274890.530899,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
136797,6.2,2014,126445201.990662,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1368,7,1982,249041751.186708,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13680,6,2007,132384612.237699,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136835,5.8,2014,37424311.6456305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13685,6.7,1996,-8952899.87394905,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1369,6.2,1985,519766251.536845,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
137,7.2,1993,84993684.3776803,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1370,5.7,1988,232359053.892141,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13700,5.8,2004,-6982708.02413438,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
13702,5.5,2004,-15106880.8640054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13704,6.2,1988,26613386.2062938,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137093,6.4,2013,99596242.0132954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137094,5.9,2014,-8705132.96409863,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1371,6.5,1982,241781737.072981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137106,7.5,2014,376874251.728658,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
137113,7.7,2014,177348027.805897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13715,6,1986,-8262004.82431055,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1372,7.2,2006,76666455.7411808,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
137321,5.9,2014,-26895645.9104939,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1374,6.6,1985,546267969.053283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1375,5.3,1990,130084563.089038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13751,6.6,2006,11842573.6543684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13763,6.9,1984,128446631.226441,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
13764,5.9,1985,-53279415.4463972,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13766,6.2,1986,-16516571.2580509,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,6.5,2006,3438666.27596777,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
13788,4.9,2009,61506506.6906591,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
13804,6.4,2009,282726279.704049,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
13805,3.3,2008,-11029971.5974116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13809,6.8,2008,7837970.95084865,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1381,6.7,2006,-21303593.0561599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
138103,6.2,2014,107005490.623754,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13811,5.7,2009,107175728.113697,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
13812,5.3,2008,29224382.6761631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
13813,6.6,2008,19400149.7708874,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
13820,6.3,1984,1679233.63135532,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
138222,5.9,2012,-1422775.81761111,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13827,5,2008,-6006334.17016517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13836,5.4,2009,57227397.8461662,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13852,7,1997,102039.388557009,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13856,6.5,2006,-1073878.97701356,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
138832,6.9,2013,218090266.376372,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
138843,7.4,2013,285490304.566532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13885,6.8,2007,107270195.428418,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13888,5,1991,-13116386.320647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1389,6.3,1998,39790511.5387605,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
13891,7,1996,-3957731.5722253,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
139038,5.5,2013,53954537.7960908,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13910,5.4,2007,-21029626.6608082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1392,6.4,2004,3653890.11157484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13920,7.1,2003,24035970.474288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13922,6.5,2005,-77973520.2549605,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
13937,5.5,1992,39114879.0673865,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
13938,6.8,1985,31936549.7025641,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13939,6.8,1974,84023393.8817702,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
13944,5.5,2008,-23294092.5776109,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
13950,6.4,2002,13920313.9369086,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139567,5.7,2012,-14591710.6319124,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
13960,5.3,2006,1266161.89493726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13967,6.2,2006,5492976.66807175,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13972,4.6,2008,34442388.0374504,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
13973,6.1,2008,840751.65783044,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13990,6.3,2008,-3139663.88447426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13991,4.8,2008,-779566.178922128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13996,6.4,2008,-971679.649916121,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14,7.7,1999,446775287.072017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14001,6.2,2007,2331977.27680727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14011,6.3,2008,1753263.2998128,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14012,6.1,2006,6490014.94974944,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1402,7.5,2006,272664235.507066,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14024,5.9,2004,-152947.85323951,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
14044,7.3,2007,19757655.5951556,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14047,6.6,2007,16012857.2794238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1406,6.1,1991,156961201.03738,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
140607,7.5,2015,1718723210.76179,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14064,5.9,2006,-1838837.56909567,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14070,6.9,2008,67755425.8018333,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14073,7.8,2008,4682315.16542654,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1408,6.1,1995,-113737078.726932,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140823,7.3,2013,72584313.2042481,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
141,7.5,2001,-5824295.95516497,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14112,5.9,2002,-5986066.75244628,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14113,5.1,2006,-24330862.6928089,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14125,4.5,2007,-15115842.8718797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14144,4.8,2007,12827620.2664529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1415,5.6,2003,-5046167.11480899,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
14160,7.6,2009,565467006.523868,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14161,5.6,2009,578996161.25884,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14175,5.3,2005,-17331177.0263084,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14177,5.1,2005,12674500.6980195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14181,6.5,2000,3520614.98236309,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
14191,5.9,2006,11905769.0932724,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14194,6.5,2006,38287223.3996191,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
14199,4.3,2005,21690320.5016764,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,7.2,2005,183165241.429456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1422,7.7,2006,216168719.187978,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
14248,5.4,2008,5063933.16904584,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1427,7,2006,88891920.8075396,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14275,7.3,1994,10489924.283359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,6.1,2003,82009312.6045184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14283,6.6,1998,-11376554.1847596,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
14289,5,1997,-59772254.1271723,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1429,6.9,2002,-2350765.16726904,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14292,6.8,2004,42074579.9434968,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1430,7.2,2002,38264392.0278781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14301,7.7,2008,-202554.288401932,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
14306,6.8,2008,186436169.932633,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14324,4.5,2007,-34273091.4081937,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14325,7.1,2008,-30592743.5053032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14337,6.9,2004,482281.110225523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
14359,6.7,2008,31302433.4832122,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14361,5.8,1992,-2302913.20494813,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14362,5.6,1991,41105114.3068213,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14369,6.1,2001,-11351024.973717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14373,5.6,1982,31.6349936357172,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14375,6.9,2005,4502905.46516417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14396,4.9,2007,-10161771.8680547,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
14397,5.7,2007,-7061747.35366005,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
14405,5.1,2008,130934682.554183,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1441,5.4,2006,-21039330.4640977,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
14411,6.3,2003,-39960229.0480623,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14425,6.7,1994,-6839530.12108278,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14429,5.9,1999,12885503.3000568,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1443,7,1999,5772107.51355753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
144336,5.4,2014,-16111247.5349301,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
14434,5.3,2007,2309721.86626162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
144340,5.4,2013,4680166.76370212,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
14435,5.3,2009,87140804.5947805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14438,7.5,2008,33377717.3571778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14442,5.7,2004,-4168971.32449983,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14460,6,1980,23814330.7762916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14462,6.1,2004,18593456.0493401,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14467,6.4,2008,8912522.37752067,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
14475,5.8,1980,9830875.91490028,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14499,6.1,1987,-9403494.1465168,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14510,5.8,1986,-6443687.36478253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
145135,6,2013,20287882.6738354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
14517,6.5,2005,-3498193.90305082,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
145197,6.5,2013,322087.204611275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1452,5.3,2006,130969791.03558,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145220,6.2,2014,27985613.478878,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
14527,6.4,2003,-9240168.80369944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14534,7.2,1993,16227350.0258572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14536,5.3,2009,21355403.52012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14560,5.4,2009,159872806.633273,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14574,7.6,2008,8017789.19210821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14578,5.6,1999,382472.515453696,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
146203,4.5,2013,9528166.17961731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
146227,5,2013,-7018436.11291557,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14623,4.4,2004,-33151473.1646858,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146233,7.8,2013,71257118.0656309,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
146238,5.5,2013,30530268.5105276,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
146239,6.1,2013,23554442.5078954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14628,5.9,1989,47677638.5697553,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
146301,5,2015,62651561.1933131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
146304,7,2013,51131004.4199495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14635,6,2002,67398147.6161001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14637,6.1,2008,-11457956.9987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14703,5.7,1964,63272406.6925334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14729,6,1980,15334283.0841252,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14736,7.3,2000,9786054.88211327,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
147441,5.6,2014,117928970.984711,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14746,6.7,1984,-13456349.7910823,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14752,7.3,2001,2487605.99572156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
147773,7.1,2013,17408958.5880124,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14799,5.4,2006,-6985392.38251802,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14811,6.6,1971,7562590.77419177,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
14813,7.4,1983,39407615.9596466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148265,6.6,2012,12783558.0270012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14836,7.1,2009,65655806.9701083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14844,6.2,2004,-26552230.3423346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14846,5.2,2004,-14967578.5553917,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
14854,5.2,1983,15834479.2557215,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
14869,5.7,2009,129559564.216281,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1487,6.4,2004,38464951.2685508,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
